end_date,p_mm,start_date
1922-01-12,66.51581150439146,1922-01-10
1922-01-13,69.51691874435762,1922-01-11
1922-04-15,76.70649414256278,1922-04-13
1922-04-16,76.48882829928442,1922-04-14
1922-07-13,79.96235530405434,1922-07-11
1922-07-14,79.96235530405434,1922-07-12
1922-07-15,80.02986495851938,1922-07-13
1923-04-14,71.29234303987683,1923-04-12
1923-04-15,81.5329009687075,1923-04-13
1923-06-28,68.56965923628695,1923-06-26
1923-07-13,69.48441857553091,1923-07-11
1924-01-03,76.6648484756847,1924-01-01
1924-01-04,76.09383331456812,1924-01-02
1924-01-05,69.71790233735555,1924-01-03
1924-02-20,66.75691851411727,1924-02-18
1924-02-21,71.44097608070591,1924-02-19
1924-03-29,69.65148279763096,1924-03-27
1924-03-30,67.438557190933,1924-03-28
1924-03-31,66.83713638447024,1924-03-29
1924-05-12,88.78097094385697,1924-05-10
1924-05-13,91.39791826054446,1924-05-11
1924-05-14,65.26017932787303,1924-05-12
1924-06-29,81.58499451191773,1924-06-27
1924-07-09,67.19670480734666,1924-07-07
1924-09-30,99.86806927944039,1924-09-28
1924-10-01,93.15625390755596,1924-09-29
1925-01-29,81.22851048755722,1925-01-27
1925-06-25,65.25012973532804,1925-06-23
1925-07-22,65.268657437854,1925-07-20
1925-07-23,64.42008859914792,1925-07-21
1925-10-04,89.26491619976139,1925-10-02
1925-10-05,71.48864993435178,1925-10-03
1925-10-17,73.5437280424274,1925-10-15
1926-02-04,65.11228539381435,1926-02-02
1926-07-05,62.5724879044668,1926-07-03
1926-07-06,62.70066496931538,1926-07-04
1926-07-24,79.69411107649212,1926-07-22
1926-07-25,69.00479011350397,1926-07-23
1926-08-16,73.913703703415,1926-08-14
1926-08-17,109.06354350956079,1926-08-15
1926-08-18,139.08253705314394,1926-08-16
1926-08-19,150.99529822048217,1926-08-17
1926-08-20,134.14521080500347,1926-08-18
1926-08-21,91.09162271789872,1926-08-19
1927-02-19,74.98953371259043,1927-02-17
1927-02-20,81.29581536404257,1927-02-18
1927-06-04,69.25843972390591,1927-06-02
1927-06-05,67.57090557402218,1927-06-03
1927-06-14,69.95655641436339,1927-06-12
1927-06-15,65.62726907564657,1927-06-13
1927-08-01,65.74608555495549,1927-07-30
1927-10-13,66.23773393385932,1927-10-11
1927-10-18,92.18839955995361,1927-10-16
1927-10-19,113.31969039934386,1927-10-17
1927-10-20,84.74457618074493,1927-10-18
1928-04-27,70.58507689802443,1928-04-25
1928-04-28,119.0344307744929,1928-04-26
1928-04-29,111.40577761740911,1928-04-27
1928-06-20,62.4093209381635,1928-06-18
1928-06-22,66.07749214915889,1928-06-20
1928-06-23,73.84543684675826,1928-06-21
1928-06-24,64.65645447534807,1928-06-22
1928-07-12,70.78433416207167,1928-07-10
1928-07-13,87.2222382847171,1928-07-11
1928-07-14,67.31314309702019,1928-07-12
1929-04-10,69.15198508564129,1929-04-08
1929-04-15,64.76184974749596,1929-04-13
1929-04-16,95.32466768559405,1929-04-14
1929-04-17,85.28354855694784,1929-04-15
1929-06-23,76.52577658212228,1929-06-21
1929-06-24,72.24219108339881,1929-06-22
1929-10-01,75.05561910014626,1929-09-29
1929-10-02,142.70110283608034,1929-09-30
1929-10-03,159.89433011723466,1929-10-01
1929-10-04,113.21340865653488,1929-10-02
1929-10-23,63.76369756980115,1929-10-21
1930-06-10,92.05497780565062,1930-06-08
1930-06-11,87.05330797264901,1930-06-09
1930-12-07,63.61333033300579,1930-12-05
1931-05-13,82.67625703855168,1931-05-11
1931-05-14,67.85919977842589,1931-05-12
1931-08-20,70.44115517598215,1931-08-18
1931-08-21,85.05099627257246,1931-08-19
1931-08-22,71.30488508333568,1931-08-20
1931-12-10,63.16343797898848,1931-12-08
1932-02-04,74.9929943317339,1932-02-02
1932-02-05,70.65782927298895,1932-02-03
1932-03-28,79.63085878181259,1932-03-26
1932-03-29,69.63207120499067,1932-03-27
1932-05-10,81.02205298418224,1932-05-08
1932-05-11,101.35478270785129,1932-05-09
1932-05-12,101.37468443308362,1932-05-10
1932-05-13,81.98930777770069,1932-05-11
1932-08-18,63.46584981927889,1932-08-16
1932-10-06,80.26783871748461,1932-10-04
1932-10-07,63.413851100919935,1932-10-05
1932-10-17,76.58420244738099,1932-10-15
1932-10-18,80.4149058757358,1932-10-16
1933-03-14,80.10333093166793,1933-03-12
1933-03-15,69.26013971400778,1933-03-13
1933-04-19,75.3595235283407,1933-04-17
1933-04-20,74.91307951838813,1933-04-18
1933-07-03,74.25996556114876,1933-07-01
1933-07-04,66.37620597987147,1933-07-02
1933-08-11,68.01204819461505,1933-08-09
1933-08-23,88.99943583790429,1933-08-21
1933-08-24,97.39299933160567,1933-08-22
1933-09-04,63.4586005551731,1933-09-02
1934-01-06,64.57020494802946,1934-01-04
1934-01-07,77.03758140222055,1934-01-05
1934-06-19,77.12718625918136,1934-06-17
1934-06-20,66.14059359914619,1934-06-18
1934-07-13,72.12915947085065,1934-07-11
1934-07-14,62.732108583130184,1934-07-12
1934-07-28,62.87138592556279,1934-07-26
1934-07-29,63.717019353577875,1934-07-27
1934-08-15,69.07730056996604,1934-08-13
1934-08-16,112.72662447125714,1934-08-14
1934-08-17,113.38039925102952,1934-08-15
1934-09-15,73.6421508396567,1934-09-13
1934-09-16,88.77000590038315,1934-09-14
1934-09-17,79.15625293646823,1934-09-15
1934-09-30,65.64451614384576,1934-09-28
1935-08-02,69.10422081110818,1935-07-31
1935-08-03,84.87935576406575,1935-08-01
1935-08-04,65.07710698315499,1935-08-02
1935-08-07,63.0454549395519,1935-08-05
1935-08-08,64.18019855906304,1935-08-06
1935-09-03,93.63945954771833,1935-09-01
1935-09-04,117.32105378136426,1935-09-02
1935-09-05,94.03212392331118,1935-09-03
1936-02-14,66.61670138802026,1936-02-12
1936-02-15,63.9863704026025,1936-02-13
1936-03-16,86.8076384761492,1936-03-14
1936-03-17,161.77196497368823,1936-03-15
1936-03-18,174.90175195704703,1936-03-16
1936-03-19,107.05759471722585,1936-03-17
1936-07-28,81.91208211340779,1936-07-26
1936-07-29,71.4329661681942,1936-07-27
1936-10-16,69.88656449918113,1936-10-14
1936-10-17,120.28608486089473,1936-10-15
1936-10-18,113.56448002812942,1936-10-16
1937-01-19,70.29846984176513,1937-01-17
1937-01-20,80.91052992375361,1937-01-18
1937-01-21,74.44747543564449,1937-01-19
1937-01-22,64.48949905845754,1937-01-20
1937-04-25,99.82582333188336,1937-04-23
1937-04-26,142.45484201144941,1937-04-24
1937-04-27,125.5325052284823,1937-04-25
1937-08-24,89.33129261389678,1937-08-22
1937-08-25,125.01222815080929,1937-08-23
1937-08-26,137.6665704748239,1937-08-24
1937-08-27,102.26804807888247,1937-08-25
1937-10-04,74.43785144615757,1937-10-02
1937-10-05,72.59784157241187,1937-10-03
1937-10-27,97.69808260435865,1937-10-25
1937-10-28,157.92695183139745,1937-10-26
1937-10-29,142.18347018515078,1937-10-27
1937-10-30,64.52959815860748,1937-10-28
1938-05-19,65.90222734958886,1938-05-17
1938-07-23,86.42607555640427,1938-07-21
1938-07-24,91.07857885507435,1938-07-22
1939-04-16,71.36610418499737,1939-04-14
1939-04-17,87.13296690107101,1939-04-15
1939-04-18,68.51259285298408,1939-04-16
1939-06-19,68.73313381939654,1939-06-17
1939-06-28,69.30238256932424,1939-06-26
1939-06-29,84.31760711037724,1939-06-27
1939-06-30,65.03905695104827,1939-06-28
1939-09-30,70.61116223553796,1939-09-28
1939-10-01,74.68150084673131,1939-09-29
1940-04-18,65.5324747940185,1940-04-16
1940-04-19,76.1419169466636,1940-04-17
1940-04-20,80.90098914262177,1940-04-18
1940-04-21,68.5147945063586,1940-04-19
1940-05-31,63.28104842783074,1940-05-29
1940-07-01,66.7445239249201,1940-06-29
1940-07-02,71.95042640519033,1940-06-30
1940-08-26,80.48087468672348,1940-08-24
1940-08-27,122.11664107950551,1940-08-25
1940-08-28,110.94658019081143,1940-08-26
1940-09-25,76.48078295277551,1940-09-23
1940-09-26,77.84216331528967,1940-09-24
1941-06-03,100.06522592941563,1941-06-01
1941-06-04,134.23041065690353,1941-06-02
1941-06-05,112.59316522898874,1941-06-03
1941-07-03,101.63637683467385,1941-07-01
1941-07-04,149.216129412642,1941-07-02
1941-07-05,146.0263304313936,1941-07-03
1941-07-06,85.7101567764545,1941-07-04
1942-04-09,77.55318521152893,1942-04-07
1942-04-10,92.83269246890416,1942-04-08
1942-04-11,67.96722209789249,1942-04-09
1942-05-16,68.75209496990105,1942-05-14
1942-05-17,68.06994041867507,1942-05-15
1942-05-22,65.77271894864008,1942-05-20
1942-08-17,67.85397783862035,1942-08-15
1942-10-14,131.79072658962144,1942-10-12
1942-10-15,201.14976144193005,1942-10-13
1942-10-16,181.9325080454527,1942-10-14
1942-10-17,84.29177109952552,1942-10-15
1942-12-29,65.19328145864746,1942-12-27
1942-12-30,67.58850422392337,1942-12-28
1943-01-27,82.9175778163044,1943-01-25
1943-01-28,87.8807109530351,1943-01-26
1943-04-19,66.14346778317761,1943-04-17
1943-04-20,69.82220587113798,1943-04-18
1944-03-05,67.24407646652735,1944-03-03
1944-03-06,78.64558859590889,1944-03-04
1944-05-06,91.60688788421282,1944-05-04
1944-05-07,107.02459923534275,1944-05-05
1944-05-08,73.00318033678516,1944-05-06
1944-10-20,72.9819034638263,1944-10-18
1944-10-21,103.70344587843758,1944-10-19
1944-10-22,90.11627502742189,1944-10-20
1945-02-27,68.97949138368347,1945-02-25
1945-03-07,62.684265553585504,1945-03-05
1945-08-23,71.23575187594572,1945-08-21
1945-08-24,125.44818831411786,1945-08-22
1945-08-25,117.12033001047226,1945-08-23
1945-09-17,84.34287638188016,1945-09-15
1945-09-18,104.03675313653677,1945-09-16
1945-09-19,89.13573527280533,1945-09-17
1946-06-02,68.03120835915657,1946-05-31
1946-06-03,68.50559729723923,1946-06-01
1946-06-19,76.73524201822548,1946-06-17
1946-06-20,83.112458295014,1946-06-18
1946-08-02,68.56560604061039,1946-07-31
1947-06-08,75.34575758756054,1947-06-06
1947-08-26,78.5205056149977,1947-08-24
1947-08-27,74.59808889307176,1947-08-25
1948-01-01,72.87093909968985,1947-12-30
1948-01-02,82.44500362366274,1947-12-31
1948-04-12,86.70689162964666,1948-04-10
1948-04-13,127.63708480087266,1948-04-11
1948-04-14,112.86998802436986,1948-04-12
1948-07-04,66.7512837808378,1948-07-02
1948-07-05,75.42037298984012,1948-07-03
1948-12-15,77.75877892200965,1948-12-13
1948-12-16,103.0803151577628,1948-12-14
1948-12-17,80.74975797283798,1948-12-15
1949-06-17,108.0109407754026,1949-06-15
1949-06-18,145.51345165342053,1949-06-16
1949-06-19,127.26750000029693,1949-06-17
1949-06-28,63.78269940703572,1949-06-26
1949-06-29,69.78165578153181,1949-06-27
1949-07-12,89.2526752951654,1949-07-10
1949-07-13,100.50248636382642,1949-07-11
1949-07-14,76.80461844702583,1949-07-12
1949-08-18,83.6403730213508,1949-08-16
1949-08-19,80.36693977026029,1949-08-17
1950-01-31,74.45183445527077,1950-01-29
1950-02-01,85.40247081069157,1950-01-30
1950-02-02,67.788355388909,1950-01-31
1950-09-21,67.12459797439978,1950-09-19
1950-09-22,98.89063790949604,1950-09-20
1950-09-23,89.89345258792322,1950-09-21
1950-10-10,65.93562861799957,1950-10-08
1951-02-01,81.76960130486907,1951-01-30
1951-02-02,78.41686841341058,1951-01-31
1951-06-10,70.70886022199319,1951-06-08
1951-06-11,63.48006886421237,1951-06-09
1951-06-12,68.21551553513171,1951-06-10
1951-06-13,87.00564903077137,1951-06-11
1951-06-14,91.36218281085117,1951-06-12
1952-01-27,71.47275809503684,1952-01-25
1952-01-28,64.07707577702539,1952-01-26
1952-03-11,75.0087580200923,1952-03-09
1952-03-12,75.32102809344357,1952-03-10
1952-04-25,68.89315191249516,1952-04-23
1952-04-26,72.67996146761286,1952-04-24
1952-06-23,73.32094994514279,1952-06-21
1952-06-24,69.48267888203534,1952-06-22
1952-11-21,123.00600582936825,1952-11-19
1952-11-22,137.52829019032384,1952-11-20
1952-11-23,102.98179128462507,1952-11-21
1953-01-09,62.641995195138435,1953-01-07
1953-03-25,74.26955333241449,1953-03-23
1953-05-31,65.12614465776949,1953-05-29
1953-06-01,68.05832081132736,1953-05-30
1953-07-23,63.71910329313546,1953-07-21
1954-03-01,102.47715493884448,1954-02-27
1954-03-02,109.18239704406065,1954-02-28
1954-03-03,70.70241826926333,1954-03-01
1954-07-15,89.15842856014652,1954-07-13
1954-07-16,89.04448311662034,1954-07-14
1954-08-16,69.79915462467879,1954-08-14
1954-08-17,64.70492402277257,1954-08-15
1954-10-15,153.38443152287266,1954-10-13
1954-10-16,205.56901710598407,1954-10-14
1954-10-17,190.2982098129789,1954-10-15
1955-03-05,77.11177211387984,1955-03-03
1955-03-06,68.37503699381234,1955-03-04
1955-03-22,83.77319310609111,1955-03-20
1955-03-23,68.73182048234767,1955-03-21
1955-06-08,132.82036083130222,1955-06-06
1955-06-09,142.0697747558552,1955-06-07
1955-06-10,102.73101095694334,1955-06-08
1955-08-13,112.44225321917122,1955-08-11
1955-08-14,114.7934022425352,1955-08-12
1955-08-15,73.57955116056404,1955-08-13
1955-08-18,123.58662024192606,1955-08-16
1955-08-19,130.06270483046328,1955-08-17
1955-08-20,83.79734322710053,1955-08-18
1955-09-24,67.71812693191876,1955-09-22
1955-09-25,67.3154897590448,1955-09-23
1956-04-08,65.07356564895724,1956-04-06
1956-05-28,64.82064470280375,1956-05-26
1956-08-05,84.99395656386292,1956-08-03
1956-08-06,126.62019408589781,1956-08-04
1956-08-07,110.56393046468818,1956-08-05
1956-08-20,64.92890368882652,1956-08-18
1956-08-21,86.79019633074701,1956-08-19
1956-08-22,71.7478149708108,1956-08-20
1956-12-14,62.710745940215176,1956-12-12
1956-12-15,70.74277293574313,1956-12-13
1957-01-10,71.49691266492181,1957-01-08
1957-01-11,64.98006704690557,1957-01-09
1957-02-10,66.62307140618255,1957-02-08
1957-02-11,63.58030040645166,1957-02-09
1957-10-06,72.60052205764622,1957-10-04
1957-10-07,113.11205511432641,1957-10-05
1957-10-08,107.11545597174995,1957-10-06
1957-12-26,71.98580344273432,1957-12-24
1957-12-27,74.14632950366608,1957-12-25
1958-04-28,72.19028786199038,1958-04-26
1958-04-29,69.58878649220654,1958-04-27
1958-05-05,80.83630189667973,1958-05-03
1958-05-06,84.56128271696832,1958-05-04
1958-05-07,73.88480537426699,1958-05-05
1958-06-21,66.105952291675,1958-06-19
1958-07-24,62.91184368311191,1958-07-22
1958-08-03,72.62628103997967,1958-08-01
1958-08-04,64.675107135547,1958-08-02
1959-09-30,89.0074023820593,1959-09-28
1959-10-01,138.79994661694087,1959-09-29
1959-10-02,123.02516208501069,1959-09-30
1959-10-24,127.20360833413335,1959-10-22
1959-10-25,126.1929743683679,1959-10-23
1959-10-26,74.58057590806494,1959-10-24
1960-02-19,70.07094151638277,1960-02-17
1960-02-20,70.21253102752259,1960-02-18
1960-05-08,123.17614507782632,1960-05-06
1960-05-09,142.82937438386537,1960-05-07
1960-05-10,110.40040483743923,1960-05-08
1960-07-14,65.38423203368721,1960-07-12
1960-07-15,67.64553492418958,1960-07-13
1960-09-11,70.12503846187317,1960-09-09
1960-09-12,87.12780516353446,1960-09-10
1960-09-13,66.6784341489589,1960-09-11
1961-03-22,66.59971249082164,1961-03-20
1961-03-23,67.24058891313825,1961-03-21
1962-03-06,85.58046859702264,1962-03-04
1962-03-07,94.89577493866106,1962-03-05
1962-03-22,66.80776373849052,1962-03-20
1962-07-04,66.19173158277654,1962-07-02
1963-03-05,89.70812743171615,1963-03-03
1963-03-06,101.72975628747591,1963-03-04
1963-03-20,68.83118439656457,1963-03-18
1963-03-21,64.73655301103474,1963-03-19
1963-06-04,66.52596418607622,1963-06-02
1963-11-07,76.47575494350326,1963-11-05
1963-11-08,84.70588518413777,1963-11-06
1963-11-30,69.01631520262856,1963-11-28
1963-12-01,63.69961365932414,1963-11-29
1964-04-21,71.29995038016312,1964-04-19
1964-04-22,65.90186071831864,1964-04-20
1964-04-29,113.36868565949774,1964-04-27
1964-04-30,120.98981988402555,1964-04-28
1964-05-01,89.73055206578518,1964-04-29
1964-07-13,63.700025919851825,1964-07-11
1964-08-31,73.28331420541838,1964-08-29
1964-09-01,69.98218867767886,1964-08-30
1964-09-29,87.65978730119895,1964-09-27
1964-09-30,91.77564293370979,1964-09-28
1965-03-05,65.14094692485469,1965-03-03
1965-03-06,66.63886979663374,1965-03-04
1965-09-13,69.76795984792275,1965-09-11
1965-09-14,62.91329530442452,1965-09-12
1966-09-14,72.85017558979503,1966-09-12
1966-09-15,89.77816909093973,1966-09-13
1966-09-16,74.82304088666011,1966-09-14
1966-09-21,80.9124495500075,1966-09-19
1966-09-22,75.20073353039264,1966-09-20
1966-11-29,62.535577903209045,1966-11-27
1967-03-06,106.02572108035017,1967-03-04
1967-03-07,147.35729723609984,1967-03-05
1967-03-08,107.2266496807044,1967-03-06
1967-05-07,71.23809389429479,1967-05-05
1967-05-08,86.85069328705501,1967-05-06
1967-05-09,83.91524287011778,1967-05-07
1967-07-12,71.41966912971061,1967-07-10
1967-09-29,82.62761646042189,1967-09-27
1967-09-30,77.39823572351858,1967-09-28
1968-05-24,97.13821360095851,1968-05-22
1968-05-25,105.70802061928893,1968-05-23
1968-05-26,82.94801336497244,1968-05-24
1969-07-23,62.39517504476979,1969-07-21
1970-04-24,63.33120498075827,1970-04-22
1970-04-25,68.95131032672734,1970-04-23
1970-07-10,82.3428731734844,1970-07-08
1970-07-11,73.21526364414751,1970-07-09
1970-08-23,65.6159325283609,1970-08-21
1970-08-24,66.80066648518918,1970-08-22
1970-10-31,71.79570535485982,1970-10-29
1970-11-01,71.58125663387872,1970-10-30
1970-12-23,72.8617233418462,1970-12-21
1970-12-24,75.7938384304888,1970-12-22
1971-01-01,65.84853587523985,1970-12-30
1971-01-02,65.72966135682668,1970-12-31
1971-05-07,66.2701263310833,1971-05-05
1971-05-08,82.6882521705454,1971-05-06
1971-08-04,76.16908862030476,1971-08-02
1971-08-05,65.305505060489,1971-08-03
1971-09-13,78.79948655819175,1971-09-11
1971-09-14,97.43728233324475,1971-09-12
1971-09-15,65.6328842487337,1971-09-13
1971-10-25,71.28871819743267,1971-10-23
1971-10-26,72.24168086322662,1971-10-24
1972-03-14,66.8009394672685,1972-03-12
1972-04-15,64.62777102086022,1972-04-13
1972-06-22,109.28685280133786,1972-06-20
1972-06-23,161.9093205373433,1972-06-21
1972-06-24,135.9092753473599,1972-06-22
1972-06-25,71.81175686884319,1972-06-23
1972-06-30,64.23638032867244,1972-06-28
1972-10-06,86.39669288948346,1972-10-04
1972-10-07,120.73756122677003,1972-10-05
1972-10-08,92.84921249543753,1972-10-06
1972-12-09,77.29534118260526,1972-12-07
1972-12-10,79.71083124891013,1972-12-08
1973-04-27,63.82611266173987,1973-04-25
1973-04-28,76.92948164292883,1973-04-26
1973-08-02,67.23394815044911,1973-07-31
1973-10-29,94.8054784728658,1973-10-27
1973-10-30,106.79479846174787,1973-10-28
1973-10-31,92.59922619442118,1973-10-29
1974-01-11,78.07989520011148,1974-01-09
1974-01-12,63.21387714977517,1974-01-10
1974-06-01,65.50500022475863,1974-05-30
1974-06-02,76.75393918923488,1974-05-31
1974-06-03,68.95138293910775,1974-06-01
1974-06-24,80.06322081181169,1974-06-22
1974-06-25,70.721533968486,1974-06-23
1974-12-02,113.27184270858706,1974-11-30
1974-12-03,119.09561408647359,1974-12-01
1974-12-04,89.75037356238589,1974-12-02
1975-04-26,90.04720821060087,1975-04-24
1975-04-27,72.12274975288318,1975-04-25
1975-08-14,70.72527481576,1975-08-12
1975-08-15,74.56256877027097,1975-08-13
1975-08-16,79.9938430703668,1975-08-14
1975-08-31,77.84309285629169,1975-08-29
1975-09-01,100.71072663528203,1975-08-30
1975-09-02,91.64754883264979,1975-08-31
1975-09-25,76.01226286336247,1975-09-23
1975-09-26,65.0374228025737,1975-09-24
1975-10-18,73.3608099618361,1975-10-16
1975-10-19,73.43667321245532,1975-10-17
1976-01-01,63.3280179501039,1975-12-30
1976-06-21,82.71891010331385,1976-06-19
1976-06-22,85.80637480164526,1976-06-20
1976-08-08,72.98899806843475,1976-08-06
1976-08-09,67.6427179434845,1976-08-07
1976-09-17,67.78183526869452,1976-09-15
1976-10-01,79.20198029982413,1976-09-29
1976-10-02,96.38521000094852,1976-09-30
1976-10-03,89.75260697914788,1976-10-01
1976-10-09,122.65039268023881,1976-10-07
1976-10-10,125.82637808403379,1976-10-08
1976-10-11,79.6648913662998,1976-10-09
1977-04-05,68.86216593190449,1977-04-03
1977-11-08,67.57798853194721,1977-11-06
1978-01-20,71.48400158492367,1978-01-18
1978-03-27,70.08941856609145,1978-03-25
1978-05-15,78.06671966654417,1978-05-13
1978-05-16,89.21974340727407,1978-05-14
1978-07-03,91.01637685350195,1978-07-01
1978-07-04,116.40732186690778,1978-07-02
1978-07-05,91.09474418321199,1978-07-03
1978-08-06,64.99050896347688,1978-08-04
1978-08-07,77.18385499067139,1978-08-05
1978-08-31,81.1274095853393,1978-08-29
1978-09-01,79.9378256103877,1978-08-30
1978-09-02,62.6873685633494,1978-08-31
1979-01-21,62.44584857417022,1979-01-19
1979-01-22,67.29230387732073,1979-01-20
1979-02-26,75.59537513957103,1979-02-24
1979-02-27,64.74948220512002,1979-02-25
1979-05-25,75.02274916257755,1979-05-23
1979-08-12,69.66850248469494,1979-08-10
1979-08-13,69.9053494294283,1979-08-11
1979-09-06,66.97091627604634,1979-09-04
1979-09-07,67.2510731603882,1979-09-05
1979-10-10,65.69946751226011,1979-10-08
1980-04-09,63.67704616044547,1980-04-07
1980-04-10,64.03558789877951,1980-04-08
1980-05-21,81.91925367844195,1980-05-19
1980-05-22,76.57235830383415,1980-05-20
1980-07-09,94.08889370563276,1980-07-07
1980-07-10,89.38602937921414,1980-07-08
1980-08-18,79.4978431185599,1980-08-16
1980-08-19,77.68217437297612,1980-08-17
1980-08-20,65.00728437061768,1980-08-18
1980-10-26,78.2093315250331,1980-10-24
1980-10-27,70.00347706457374,1980-10-25
1981-04-12,64.49557005958398,1981-04-10
1981-04-13,109.93650300710252,1981-04-11
1981-04-14,114.38943024426317,1981-04-12
1981-04-15,76.59584195645185,1981-04-13
1981-09-01,65.11394491803989,1981-08-30
1981-09-02,81.90701553950257,1981-08-31
1981-09-03,76.10731878916641,1981-09-01
1981-09-04,76.81188621531444,1981-09-02
1981-09-05,66.01611607868958,1981-09-03
1981-10-27,79.58745059473299,1981-10-25
1981-10-28,97.66176832200169,1981-10-26
1981-10-29,73.72904347428317,1981-10-27
1982-06-05,76.06216471255834,1982-06-03
1982-06-06,62.54179541861945,1982-06-04
1982-07-04,87.34023295803651,1982-07-02
1982-07-05,83.36213050764769,1982-07-03
1983-04-24,74.70273043729705,1983-04-22
1983-04-25,83.69668513075305,1983-04-23
1983-05-16,68.73460550902615,1983-05-14
1983-05-17,66.63470206364305,1983-05-15
1983-06-20,67.38170571005855,1983-06-18
1983-06-21,69.04588513299572,1983-06-19
1983-10-23,64.82949894528628,1983-10-21
1984-02-14,64.46129207094997,1984-02-12
1984-02-15,75.48829736477218,1984-02-13
1984-03-29,78.0294811912933,1984-03-27
1984-03-30,74.86759287352571,1984-03-28
1984-04-05,75.5252374337191,1984-04-03
1984-04-06,72.17684222249581,1984-04-04
1984-06-30,80.02278475274395,1984-06-28
1984-07-01,111.16494445613455,1984-06-29
1984-07-02,95.86129341353802,1984-06-30
1984-08-11,73.0098464793238,1984-08-09
1984-08-12,99.24059854061161,1984-08-10
1984-08-13,93.87861885489512,1984-08-11
1984-11-29,66.70936956498838,1984-11-27
1984-11-30,68.88036024220946,1984-11-28
1985-05-02,63.76308934821011,1985-04-30
1985-05-03,96.10628058523055,1985-05-01
1985-05-04,87.91946534282702,1985-05-02
1985-07-09,76.91842467887881,1985-07-07
1985-07-10,96.8598525348629,1985-07-08
1985-07-11,73.50600247555789,1985-07-09
1985-10-21,107.17103387675888,1985-10-19
1985-10-22,128.79295270583873,1985-10-20
1985-10-23,93.62769183435667,1985-10-21
1985-11-03,62.62007290871894,1985-11-01
1985-11-04,148.01072952705903,1985-11-02
1985-11-05,184.43896947029037,1985-11-03
1985-11-06,145.64748435379,1985-11-04
1985-11-27,68.68880236113533,1985-11-25
1985-11-28,89.22372186497103,1985-11-26
1985-11-29,74.23050110746588,1985-11-27
1986-03-15,67.58672354068788,1986-03-13
1987-04-05,73.82139569584896,1987-04-03
1987-04-17,74.08530215158254,1987-04-15
1987-06-22,68.89394221893012,1987-06-20
1987-09-07,81.80560707347057,1987-09-05
1987-09-08,91.0006167623739,1987-09-06
1987-09-09,73.19525875893216,1987-09-07
1988-01-20,66.1494185430022,1988-01-18
1988-01-21,62.875208969687435,1988-01-19
1988-04-07,71.23526421235637,1988-04-05
1988-04-08,78.68428285444627,1988-04-06
1988-05-05,66.26032630332986,1988-05-03
1988-05-06,93.0739685642229,1988-05-04
1988-05-07,80.0916557059878,1988-05-05
1988-05-18,74.24494675719711,1988-05-16
