,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129
1915-10-01,38.275000000000006,38.0,40.699999999999996,37.7,39.375,41.0,39.474999999999994,39.55,38.824999999999996,38.349999999999994,38.125,40.2,39.1,41.775,41.4,40.5,39.875,39.849999999999994,43.0,41.175,39.974999999999994,41.475,41.05,40.625,41.125,43.275,42.824999999999996,40.5,42.725,43.699999999999996,44.325,46.125,45.375,48.475,47.225,45.55,40.925,39.7,42.95,45.725,48.150000000000006,48.074999999999996,46.625,51.175000000000004,50.825,50.325,49.25,44.25,44.225,45.525000000000006,47.175000000000004,48.175,48.7,47.65,57.45,57.875,55.400000000000006,52.275,50.974999999999994,47.724999999999994,47.925,49.05,49.425000000000004,44.875,41.925,60.475,62.3,61.775000000000006,55.725,56.375,49.65,51.8,49.075,50.925000000000004,51.8,47.324999999999996,48.525000000000006,59.475,60.05,57.175,58.099999999999994,58.6,52.224999999999994,51.775000000000006,51.6,54.6,54.475,61.25,57.275,56.175000000000004,52.824999999999996,54.25,52.65,53.875,51.824999999999996,50.574999999999996,55.475,59.325,56.35,53.0,54.75,50.875,51.7,49.575,50.625,55.675000000000004,54.95,43.425,46.35,51.225,47.7,50.275,47.925,48.0,48.275,48.375,50.425,39.849999999999994,44.974999999999994,42.475,46.449999999999996,43.224999999999994,44.800000000000004,44.475,51.225,40.6,45.2,40.775,48.325,50.475
1916-08-04,31.325000000000003,32.575,33.65,31.349999999999998,31.475,36.85,33.225,32.05,30.675,30.15,28.875,37.925,37.05,35.599999999999994,35.974999999999994,33.25,32.849999999999994,31.275,42.55,41.150000000000006,38.175,36.925,35.1,33.85,33.4,45.824999999999996,45.5,43.25,40.175,38.85,37.3,35.95,34.1,58.775,54.625,52.45,46.5,44.075,43.574999999999996,41.75,40.425,37.525,33.95,65.05,61.324999999999996,57.025,56.75,51.599999999999994,49.4,43.974999999999994,42.7,39.45,36.325,31.825,69.925,61.25,60.800000000000004,57.75,55.800000000000004,46.85,42.6,38.949999999999996,34.675,34.4,31.049999999999997,79.10000000000001,75.775,69.875,66.85000000000001,66.5,52.05,49.925000000000004,41.575,37.225,33.0,31.625,28.95,72.64999999999999,78.25,68.65,64.5,61.2,52.574999999999996,48.575,43.625,38.525,35.7,77.5,69.05,70.4,62.625,59.474999999999994,51.824999999999996,49.725,45.125,39.275,35.675000000000004,61.95,63.975,58.75,61.825,56.175,53.65,45.7,43.85,42.15,38.125,28.650000000000002,40.775,46.425,47.3,51.425,47.725,43.425,41.475,39.625,36.975,23.925,31.45,34.875,42.474999999999994,37.3,36.1,35.650000000000006,36.775,26.325,32.95,30.95,32.625,31.2
1917-01-21,58.275000000000006,58.675,59.025,55.625,56.05,59.150000000000006,58.849999999999994,58.849999999999994,55.85,54.9,53.1,58.925,58.35,57.4,59.65,53.425,56.025000000000006,55.1,60.599999999999994,59.8,55.099999999999994,53.725,51.55,50.45,51.150000000000006,56.625,56.35,53.900000000000006,46.349999999999994,47.1,46.925,48.224999999999994,46.725,58.25,57.025,56.2,47.95,47.675,45.05,46.55,48.05,47.95,45.5,52.85,56.0,57.675,58.8,50.975,53.075,43.7,45.75,44.675,44.75,43.75,58.2,56.675,56.975,55.625,56.925,49.25,47.925,46.025,47.925,44.95,41.400000000000006,58.925,62.25,60.75,60.05,62.775,52.550000000000004,55.95,48.975,46.15,45.95,44.25,45.0,49.475,61.725,55.55,55.349999999999994,59.275000000000006,53.25,52.075,52.55,48.175,46.45,56.975,49.7,59.25,56.625,56.7,49.400000000000006,50.324999999999996,51.475,48.675000000000004,43.15,68.775,59.175,49.575,62.474999999999994,60.325,57.400000000000006,45.525,48.6,48.225,43.225,66.44999999999999,64.0,65.8,53.675,62.025000000000006,53.375,46.575,44.175,44.6,45.825,65.95,64.2,53.55,61.425000000000004,44.55,42.95,41.275,50.7,52.025000000000006,57.475,40.25,48.199999999999996,48.825
1918-08-30,43.45,40.875,41.6,38.0,37.325,47.3,42.225,41.025,39.074999999999996,38.1,35.975,47.95,47.3,41.625,42.949999999999996,39.875,39.375,37.3,49.5,48.675,45.9,41.55,40.05,38.975,38.525,48.05,48.85,47.625,39.05,38.7,38.05,29.9,28.5,53.275,50.849999999999994,50.425,46.3,45.425,39.375,38.875,38.75,29.75,27.15,51.075,50.025,48.55,50.55,48.099999999999994,48.15,37.2,37.45,35.825,27.725,25.65,49.2,44.525,46.575,46.45,47.025000000000006,41.25,39.05,36.95,32.85,30.525,24.125,47.3,48.55,48.0,49.0,51.725,42.724999999999994,43.05,37.475,34.875,30.75,29.125,25.075,39.0,45.025,42.9,43.625,44.425,40.675,39.75,37.575,34.725,33.5,43.349999999999994,39.5,42.45,40.724999999999994,41.625,38.75,39.475,37.775,34.55,32.75,49.225,45.449999999999996,40.7,42.8,40.65,40.8,36.55,36.75,32.1,29.775,47.85,50.199999999999996,47.0,43.3,43.824999999999996,40.5,34.0,32.775,31.725,30.075,49.225,46.050000000000004,42.075,45.949999999999996,34.725,32.425,31.474999999999998,32.25,42.050000000000004,40.475,31.9,32.225,30.025
1919-07-15,48.050000000000004,47.099999999999994,47.800000000000004,48.05,47.525,51.824999999999996,49.225,44.9,43.95,43.849999999999994,43.65,55.775000000000006,49.525,51.175,46.4,44.775,45.85,44.85,57.325,57.45,53.275000000000006,47.6,45.099999999999994,44.625,47.075,54.35,58.425,58.225,46.75,44.974999999999994,43.925,47.95,44.0,53.0,54.0,55.6,53.625,54.574999999999996,44.525,45.225,50.775000000000006,48.150000000000006,44.5,47.050000000000004,48.35,50.1,55.625,52.1,59.55,40.525,44.525,45.125,43.974999999999994,37.2,48.925,50.875,50.150000000000006,45.65,49.5,43.375,45.599999999999994,47.125,45.15,36.275,36.025,39.225,47.25,52.724999999999994,47.175000000000004,51.95,39.425,47.925,43.75,47.325,43.75,41.3,41.3,31.65,36.725,37.575,42.525000000000006,46.425,42.25,42.075,43.4,47.400000000000006,49.025,34.95,33.525,36.225,34.25,38.975,39.85,44.15,42.0,40.575,47.2,47.775,41.225,37.525,40.825,36.325,38.725,39.45,42.2,40.525,40.5,58.900000000000006,56.85,49.4,40.199999999999996,40.325,39.325,36.5,37.225,37.425,38.95,56.45,51.724999999999994,41.6,40.975,40.125,39.325,38.35,42.25,46.050000000000004,44.875,40.25,43.7,44.05
1920-06-16,65.975,71.7,75.125,70.425,70.0,73.325,64.975,62.675,61.625,60.45,59.375,67.2,65.625,62.25,61.650000000000006,59.925000000000004,58.400000000000006,57.5,62.225,62.0,60.8,58.825,57.7,56.224999999999994,56.525,58.375,58.325,57.8,56.6,55.675,55.0,55.599999999999994,53.05,53.425,53.375,53.7,52.05,53.025,53.475,54.2,55.425,52.825,49.25,47.075,49.65,51.95,52.175,50.45,52.875,49.349999999999994,51.0,49.625,47.675,36.25,47.975,44.224999999999994,46.575,46.25,46.95,39.9,38.725,36.0,34.4,34.7,33.675,45.349999999999994,46.425,42.975,46.525000000000006,48.975,40.5,41.125,35.05,33.375,30.725,21.525,20.875,40.3,43.55,40.650000000000006,40.625,40.325,39.85,38.0,35.925,33.075,31.45,42.2,39.45,39.05,35.900000000000006,36.85,36.475,36.975,34.925,32.25,30.375,40.15,37.85,35.525,36.275000000000006,33.0,35.275,31.975,32.9,25.225,23.475,21.8,26.175,31.924999999999997,30.375,31.225,29.85,25.125,24.6,23.424999999999997,22.4,17.725,19.875,19.825,22.549999999999997,21.375,21.549999999999997,22.525,22.4,16.4,18.049999999999997,19.375,21.325,20.6
1921-08-02,64.1,61.55,64.5,61.224999999999994,62.925,72.25,65.42500000000001,64.875,63.5,64.1,63.125,60.475,58.975,67.275,70.775,67.4,68.725,67.675,63.875,61.925,57.675,70.875,69.9,70.05,71.8,64.575,64.5,61.775000000000006,63.0,62.45,61.5,62.275,61.55,76.225,71.475,69.425,62.45,59.925,66.07499999999999,65.325,65.3,64.275,60.85,77.55,74.15,70.1,71.075,65.9,64.375,64.9,65.525,62.95,61.95,59.375,78.325,71.8,73.675,72.575,73.0,64.025,60.900000000000006,58.050000000000004,49.2,53.300000000000004,50.975,83.725,82.55000000000001,78.8,78.375,81.35,66.7,67.3,59.150000000000006,55.75,47.625,47.625,59.825,74.125,81.25,73.4,71.45,70.675,63.599999999999994,61.9,58.875,55.324999999999996,54.525000000000006,79.6,71.35,73.475,67.15,66.05,60.05,60.575,58.2,54.075,52.724999999999994,67.6,68.575,63.0,65.975,61.400000000000006,60.7,54.025000000000006,54.675,49.1,46.8,34.65,47.35,52.8,53.45,56.65,53.875,46.724999999999994,45.95,45.6,44.775,29.974999999999998,38.05,41.975,51.55,40.25,39.9,40.775,44.075,34.725,35.775,35.35,38.85,39.275
1922-07-12,18.725,17.625,17.175,16.575,15.7,24.925,22.625,21.325000000000003,20.025000000000002,19.125,18.2,37.55,32.6,26.974999999999998,25.474999999999998,23.400000000000002,22.775000000000002,21.125,43.575,42.625,38.625,29.6,26.625,24.9,24.725,47.15,49.375,47.825,38.6,36.375,34.95,31.425,27.5,54.125,53.675,53.425,49.725,48.925,40.475,40.125,44.1,35.0,30.85,55.375,55.0,54.825,58.425,52.475,57.5,39.925,42.65,42.25,35.025000000000006,33.425,64.05,66.45,63.35,56.0,59.275,50.9,52.675,53.85,48.25,35.525,33.675,60.2,68.45,72.45,62.025,65.85,48.5,57.575,51.6,55.025,48.65,48.3,37.574999999999996,54.075,58.55,55.95,59.65,62.075,54.35,52.5,52.8,56.575,57.675,58.0,54.775,55.9,49.9,53.975,52.925,56.625,52.375,49.525,56.6,65.3,59.3,54.65,57.875,49.975,51.675,51.1,53.3,53.7,52.775,65.725,67.45,61.825,51.975,52.05,50.55,48.7,49.125,48.8,50.125,61.175,60.525,50.95,51.675,50.45,49.725,48.425,53.075,53.4,52.475,48.55,52.975,53.475
1923-04-13,40.05,40.2,40.650000000000006,38.125,39.125,40.625,40.025,39.925,38.55,38.575,38.400000000000006,38.675,39.075,37.975,39.35,38.1,38.3,39.825,41.15,40.075,37.7,38.75,38.099999999999994,37.375,38.775,40.075,40.175,37.925,37.575,37.95,38.125,39.125,37.525,42.675,41.75,41.224999999999994,36.125,35.125,37.45,38.474999999999994,41.45,39.325,37.65,40.7,40.825,41.325,43.0,37.15,39.2,36.349999999999994,39.075,39.3,38.2,38.400000000000006,43.25,42.3,41.4,39.675,38.35,36.925,37.2,36.25,37.45,35.575,35.35,41.475,45.475,43.375,42.325,39.65,38.525,40.325,39.075,37.8,38.35,36.075,36.925,36.75,41.85,39.6,40.25,40.775000000000006,39.225,39.7,41.325,39.575,40.425,39.25,37.1,39.224999999999994,37.7,39.025,37.375,39.2,41.150000000000006,41.475,40.175,42.375,38.349999999999994,36.825,38.05,37.55,37.4,34.825,38.224999999999994,41.325,38.525,34.725,35.75,38.475,34.825,35.175,33.975,34.15,35.075,37.5,40.150000000000006,31.85,34.775,32.225,34.625,31.775,32.825,33.724999999999994,41.525,31.525000000000002,34.475,32.15,39.925,43.5
1924-09-29,48.85,51.199999999999996,55.375,51.025000000000006,51.349999999999994,51.875,49.8,52.650000000000006,52.775,52.7,53.55,50.025,51.2,51.675,55.75,55.2,57.375,57.525000000000006,50.025,49.825,50.275000000000006,55.925,56.075,56.599999999999994,59.425,51.975,49.65,49.025,48.825,54.425,56.275,57.375,58.125,51.475,51.525,50.625,47.8,47.95,50.475,58.1,64.075,63.45,59.975,50.974999999999994,52.900000000000006,54.775,54.075,51.25,52.175,48.7,54.175,60.775000000000006,60.625,63.775,55.525000000000006,56.425,56.324999999999996,53.275000000000006,54.325,49.9,51.425,53.0,59.300000000000004,58.625,59.8,55.9,56.325,59.300000000000004,55.25,57.275000000000006,50.9,55.875,53.849999999999994,62.5,61.025,69.575,70.3,53.1,55.95,55.275,57.7,57.525,54.2,54.075,55.95,65.55,65.65,54.925,52.25,54.375,53.35,55.75,57.175,60.75,60.575,61.075,67.0,62.0,54.875,52.675,54.375,52.925,56.4,55.95,58.7,62.425,62.6,54.75,53.974999999999994,56.875,52.0,52.85,53.275,53.675,55.175000000000004,56.599999999999994,60.05,52.45,54.2,49.724999999999994,52.925,51.099999999999994,53.425,53.525000000000006,61.825,50.224999999999994,53.3,51.875,60.675000000000004,64.075
