end_date,p_mm,yr,start_date
1915-10-03,81.93440016254645,1915,1915-10-01
1916-08-06,104.36871349389634,1916,1916-08-04
1917-05-29,96.62219370041083,1917,1917-05-27
1918-04-10,91.062721674894,1918,1918-04-08
1919-08-07,84.16029293586652,1919,1919-08-05
1920-06-17,88.6742577096673,1920,1920-06-15
1921-08-04,106.0264697155227,1921,1921-08-02
1922-07-15,80.02986495851938,1922,1922-07-13
1923-04-15,81.5329009687075,1923,1923-04-13
1924-09-30,99.86806927944039,1924,1924-09-28
1925-10-04,89.26491619976139,1925,1925-10-02
1926-08-19,150.99529822048217,1926,1926-08-17
1927-10-19,113.31969039934386,1927,1927-10-17
1928-04-28,119.0344307744929,1928,1928-04-26
1929-10-03,159.89433011723466,1929,1929-10-01
1930-06-10,92.05497780565062,1930,1930-06-08
1931-08-21,85.05099627257246,1931,1931-08-19
1932-05-12,101.37468443308362,1932,1932-05-10
1933-08-24,97.39299933160567,1933,1933-08-22
1934-08-17,113.38039925102952,1934,1934-08-15
1935-09-04,117.32105378136426,1935,1935-09-02
1936-03-18,174.90175195704703,1936,1936-03-16
1937-10-28,157.92695183139745,1937,1937-10-26
1938-07-24,91.07857885507435,1938,1938-07-22
1939-04-17,87.13296690107101,1939,1939-04-15
1940-08-27,122.11664107950551,1940,1940-08-25
1941-07-04,149.216129412642,1941,1941-07-02
1942-10-15,201.14976144193005,1942,1942-10-13
1943-01-28,87.8807109530351,1943,1943-01-26
1944-05-07,107.02459923534275,1944,1944-05-05
1945-08-24,125.44818831411786,1945,1945-08-22
1946-06-20,83.112458295014,1946,1946-06-18
1947-08-26,78.5205056149977,1947,1947-08-24
1948-04-13,127.63708480087266,1948,1948-04-11
1949-06-18,145.51345165342053,1949,1949-06-16
1950-09-22,98.89063790949604,1950,1950-09-20
1951-06-14,91.36218281085117,1951,1951-06-12
1952-11-22,137.52829019032384,1952,1952-11-20
1953-03-25,74.26955333241449,1953,1953-03-23
1954-10-16,205.56901710598407,1954,1954-10-14
1955-06-09,142.0697747558552,1955,1955-06-07
1956-08-06,126.62019408589781,1956,1956-08-04
1957-10-07,113.11205511432641,1957,1957-10-05
1958-05-06,84.56128271696832,1958,1958-05-04
1959-10-01,138.79994661694087,1959,1959-09-29
1960-05-09,142.82937438386537,1960,1960-05-07
1961-03-23,67.24058891313825,1961,1961-03-21
1962-03-07,94.89577493866106,1962,1962-03-05
1963-03-06,101.72975628747591,1963,1963-03-04
1964-04-30,120.98981988402555,1964,1964-04-28
1965-09-13,69.76795984792275,1965,1965-09-11
1966-09-15,89.77816909093973,1966,1966-09-13
1967-03-07,147.35729723609984,1967,1967-03-05
1968-05-25,105.70802061928893,1968,1968-05-23
1969-07-23,62.39517504476979,1969,1969-07-21
1970-07-10,82.3428731734844,1970,1970-07-08
1971-09-14,97.43728233324475,1971,1971-09-12
1972-06-23,161.9093205373433,1972,1972-06-21
1973-10-30,106.79479846174787,1973,1973-10-28
1974-12-03,119.09561408647359,1974,1974-12-01
1975-09-01,100.71072663528203,1975,1975-08-30
1976-10-10,125.82637808403379,1976,1976-10-08
1977-04-05,68.86216593190449,1977,1977-04-03
1978-07-04,116.40732186690778,1978,1978-07-02
1979-02-26,75.59537513957103,1979,1979-02-24
1980-07-09,94.08889370563276,1980,1980-07-07
1981-04-14,114.38943024426317,1981,1981-04-12
1982-07-04,87.34023295803651,1982,1982-07-02
1983-04-25,83.69668513075305,1983,1983-04-23
1984-07-01,111.16494445613455,1984,1984-06-29
1985-11-05,184.43896947029037,1985,1985-11-03
1986-03-15,67.58672354068788,1986,1986-03-13
1987-09-08,91.0006167623739,1987,1987-09-06
1988-05-19,100.3406257272485,1988,1988-05-17
1989-03-07,109.23906934531868,1989,1989-03-05
1990-08-23,109.03628056948037,1990,1990-08-21
1991-12-03,76.22136334287185,1991,1991-12-01
1992-12-11,114.93458560712313,1992,1992-12-09
1993-04-17,113.10030679170403,1993,1993-04-15
1994-02-10,122.20366325048384,1994,1994-02-08
1995-08-07,118.89176577485718,1995,1995-08-05
1996-09-07,211.52426868928148,1996,1996-09-05
1997-11-08,111.35751929494901,1997,1997-11-06
1998-04-20,97.46883271962517,1998,1998-04-18
1999-04-11,86.84027057809098,1999,1999-04-09
2000-02-19,92.71833966699732,2000,2000-02-17
2001-06-07,86.88330392264417,2001,2001-06-05
2002-09-28,82.5408668504695,2002,2002-09-26
2003-09-20,143.621088002345,2003,2003-09-18
2004-09-09,161.8903605339416,2004,2004-09-07
2005-03-29,87.57894655778436,2005,2005-03-27
2006-04-23,90.03763071670735,2006,2006-04-21
2007-08-21,126.21695704818183,2007,2007-08-19
2008-12-12,90.09492339057329,2008,2008-12-10
2009-05-05,102.03113830630426,2009,2009-05-03
2010-10-01,100.84031019512574,2010,2010-09-29
2011-09-07,170.17197654238464,2011,2011-09-05
